Date,Value
2023-04-21,0.51396432
2023-04-22,0.59252072
2023-04-23,0.32753306
2023-04-24,0.92380591
2023-04-25,0.23523503
2023-04-26,0.54479537
2023-04-27,0.53146506
2023-04-28,0.80798475
2023-04-29,0.15927394
2023-04-30,0.40984255
2023-05-01,0.07908718
2023-05-02,0.29011305
2023-05-03,0.65817921
2023-05-04,0.33107631
2023-05-05,0.4697886
2023-05-06,0.40612846
2023-05-07,0.34414629
2023-05-08,0.78964939
2023-05-09,0.85215952
2023-05-10,0.33041927
2023-05-11,0.84019442
2023-05-12,0.45797906
2023-05-13,0.49394285
2023-05-14,0.97300306
2023-05-15,0.72593743
2023-05-16,0.21234705
2023-05-17,0.69011631
2023-05-18,0.95316058
2023-05-19,0.7809946
2023-05-20,0.19726672
2023-05-21,0.63421755
2023-05-22,0.03973749
2023-05-23,0.71141389
2023-05-24,0.10576607
2023-05-25,0.89218198
2023-05-26,0.72737404
2023-05-27,0.45795208
2023-05-28,0.7194199
2023-05-29,0.53416916
2023-05-30,0.58766572
2023-05-31,0.07895614
2023-06-01,0.66000129
2023-06-02,0.65169904
2023-06-03,0.18662403
2023-06-04,0.44235618
2023-06-05,0.81438917
2023-06-06,0.89356722
2023-06-07,0.7921791
2023-06-08,0.33834496
2023-06-09,0.04018042
2023-06-10,0.75124373
2023-06-11,0.34442451
2023-06-12,0.39279989
2023-06-13,0.31072681
2023-06-14,0.37389885
2023-06-15,0.95863132
2023-06-16,0.00949133
2023-06-17,0.97093132
2023-06-18,0.92383362
2023-06-19,0.34865385
2023-06-20,0.33392711
2023-06-21,0.17428334
2023-06-22,0.32349678
2023-06-23,0.35640238
2023-06-24,0.06495833
2023-06-25,0.31383019
2023-06-26,0.64574054
2023-06-27,0.76132466
2023-06-28,0.90251945
2023-06-29,0.11053006
2023-06-30,0.14324349
2023-07-01,0.47245903
2023-07-02,0.20674185
2023-07-03,0.60786119
2023-07-04,0.1582545
2023-07-05,0.45596889
2023-07-06,0.84899873
2023-07-07,0.4498917
2023-07-08,0.87985416
2023-07-09,0.23694396
2023-07-10,0.7173806
2023-07-11,0.72595514
2023-07-12,0.16710477
2023-07-13,0.4273595
2023-07-14,0.79581247
2023-07-15,0.07873933
2023-07-16,0.30696681
2023-07-17,0.69430319
2023-07-18,0.19243437
2023-07-19,0.60697261
2023-07-20,0.9265331
2023-07-21,0.74583747
2023-07-22,0.07997249
2023-07-23,0.11467511
2023-07-24,0.01928
2023-07-25,0.55404566
2023-07-26,0.13950969
2023-07-27,0.26697102
2023-07-28,0.65129787
2023-07-29,0.33682195
2023-07-30,0.03291162
2023-07-31,0.06865734
2023-08-01,0.18583083
2023-08-02,0.67602808
2023-08-03,0.40985666
2023-08-04,0.89442375
2023-08-05,0.39287287
2023-08-06,0.90351652
2023-08-07,0.00447707
2023-08-08,0.29791238
2023-08-09,0.98459504
2023-08-10,0.92791247
2023-08-11,0.87210894
2023-08-12,0.03694623
2023-08-13,0.07209852
2023-08-14,0.64349603
2023-08-15,0.21730881
2023-08-16,0.37490334
2023-08-17,0.9817251
2023-08-18,0.51321357
2023-08-19,0.15957071
2023-08-20,0.6650652
2023-08-21,0.45091679
2023-08-22,0.75541849
2023-08-23,0.84895737
2023-08-24,0.79984172
2023-08-25,0.90052734
2023-08-26,0.59321251
2023-08-27,0.18137579
2023-08-28,0.52446907
2023-08-29,0.44021717
2023-08-30,0.05268833
2023-08-31,0.48672033
2023-09-01,0.42728706
2023-09-02,0.49207172
2023-09-03,0.92022566
2023-09-04,0.30200525
2023-09-05,0.35918898
2023-09-06,0.78419781
2023-09-07,0.21858875
2023-09-08,0.51880574
2023-09-09,0.18009261
2023-09-10,0.46084358
2023-09-11,0.9108113
2023-09-12,0.81375518
2023-09-13,0.94454927
2023-09-14,0.24925052
2023-09-15,0.48560367
2023-09-16,0.98247497
2023-09-17,0.53600639
2023-09-18,0.64569612
2023-09-19,0.89717903
2023-09-20,0.94056051
2023-09-21,0.10977064
2023-09-22,0.19774818
2023-09-23,0.59277286
2023-09-24,0.68510563
2023-09-25,0.28893872
2023-09-26,0.28708966
2023-09-27,0.14984363
2023-09-28,0.64582021
2023-09-29,0.6817769
2023-09-30,0.26453907
2023-10-01,0.8421161
2023-10-02,0.88931534
2023-10-03,0.78955043
2023-10-04,0.10077553
2023-10-05,0.62000401
2023-10-06,0.44469953
2023-10-07,0.8930839
2023-10-08,0.52979581
2023-10-09,0.3623276
2023-10-10,0.97433059
2023-10-11,0.03537684
2023-10-12,0.03842352
2023-10-13,0.77196267
2023-10-14,0.22107817
2023-10-15,0.77643002
2023-10-16,0.94757094
2023-10-17,0.10177471
2023-10-18,0.9807078
2023-10-19,0.09515685
2023-10-20,0.75659217
2023-10-21,0.8989491
2023-10-22,0.63767152
2023-10-23,0.61796851
2023-10-24,0.05724805
2023-10-25,0.11872128
2023-10-26,0.8809043
2023-10-27,0.31759071
2023-10-28,0.53603462
2023-10-29,0.68521955
2023-10-30,0.6695502
2023-10-31,0.24152842
2023-11-01,0.37833316
2023-11-02,0.15678596
2023-11-03,0.15175116
2023-11-04,0.91859801
2023-11-05,0.3384252
2023-11-06,0.43394237
2023-11-07,0.472342
2023-11-08,0.98227665
2023-11-09,0.86697481
2023-11-10,0.52636993
2023-11-11,0.78194526
2023-11-12,0.04260782
2023-11-13,0.47891963
2023-11-14,0.75636527
2023-11-15,0.58273839
2023-11-16,0.77278425
2023-11-17,0.4536089
2023-11-18,0.5711819
2023-11-19,0.01984406
2023-11-20,0.9680105
2023-11-21,0.09868259
2023-11-22,0.56519621
2023-11-23,0.52799811
2023-11-24,0.82516546
2023-11-25,0.30978193
2023-11-26,0.96580725
2023-11-27,0.47182238
2023-11-28,0.03160803
2023-11-29,0.86911828
2023-11-30,0.02382487
2023-12-01,0.59269978
2023-12-02,0.65019593
2023-12-03,0.46089528
2023-12-04,0.29919533
2023-12-05,0.69999762
2023-12-06,0.90549779
2023-12-07,0.6707932
2023-12-08,0.26035229
2023-12-09,0.28331338
2023-12-10,0.80334387
2023-12-11,0.60007025
2023-12-12,0.24608727
2023-12-13,0.91381991
2023-12-14,0.92573459
2023-12-15,0.58699195
2023-12-16,0.46245516
2023-12-17,0.08621256
2023-12-18,0.8587718
2023-12-19,0.6203557
2023-12-20,0.6252691
2023-12-21,0.62367997
2023-12-22,0.88070774
2023-12-23,0.57634956
2023-12-24,0.01211391
2023-12-25,0.64526472
2023-12-26,0.98001721
2023-12-27,0.6093381
2023-12-28,0.42610627
2023-12-29,0.11050152
2023-12-30,0.87460359
2023-12-31,0.42230031
